index,prcp1,prcp2,prcp3,prcp4,prcp5,prcp6,prcp7,prcp8,evi1,evi2,evi3,evi4,evi5,evi6,evi7,evi8,lai1,lai2,lai3,lai4,lai5,lai6,lai7,lai8,fpar1,fpar2,fpar3,fpar4,fpar5,fpar6,fpar7,fpar8,lst_d1,lst_d2,lst_d3,lst_d4,lst_d5,lst_d6,lst_d7,lst_d8,lst_n1,lst_n2,lst_n3,lst_n4,lst_n5,lst_n6,lst_n7,lst_n8,dayl1,dayl2,dayl3,dayl4,dayl5,dayl6,dayl7,dayl8,srad1,srad2,srad3,srad4,srad5,srad6,srad7,srad8,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,ssm1,ssm2,ssm3,ssm4,ssm5,ssm6,ssm7,ssm8,bulk,sand,silt,clay,cec,ph,n,yield,state,county,year
111,115.2306266,119.5715265,162.7329135,107.3508201,148.2175876,62.04439208,49.66098112,24.50206054,0.306207745,0.35271592,0.421682082,0.483316197,0.457470853,0.409393032,0.276484504,0.238473162,12.25338259,12.93640509,18.22560953,22.77570035,21.05204088,16.89025453,9.066399954,5.603539487,46.92105425,47.00287106,57.71977598,65.32729978,65.32112508,62.33551599,47.29649776,40.12742249,15175.70934,15216.2076,15182.06592,15163.2044,15092.43551,15079.00944,14882.499,14532.4713,14459.67683,14573.47593,14729.54495,14707.54845,14616.04147,14529.94373,14270.42931,13949.99403,48699.80964,50927.15385,51284.58225,49622.79779,46571.82047,42935.30152,39340.40356,36435.41268,392.0697446,376.7837022,370.3810848,366.5225431,355.0894827,356.8864427,309.927675,260.3203205,27.41597605,30.18163619,32.13627083,32.57349406,30.78653249,29.32916377,24.87212321,18.15871768,14.94907058,18.38375695,21.0165414,21.4482623,20.00555195,17.19898546,11.36799515,3.852547028,15.00142517,13.3914777,15.11585576,17.25374748,19.81446929,16.25584515,13.9004117,13.29932912,164.1801372,541.6762083,273.4896851,184.8410005,103.4333758,50.34331546,1351.573319,1139,north carolina,robeson,2017
112,180.2349694,168.7735377,149.2884772,108.6290275,144.7880728,41.00989395,74.01392499,29.96241458,0.282164874,0.331800144,0.419564205,0.500063127,0.466130111,0.398212464,0.263152127,0.228841854,10.74064801,11.34325893,14.85709823,18.31032588,18.75020422,14.62374108,8.016436793,5.022843157,44.40793409,44.06364273,52.26028897,59.98214827,63.61579903,59.28065703,44.82755446,38.41832826,15125.8823,15198.83104,15175.2512,15203.07722,15103.92106,15053.59466,14851.32626,14430.50451,14458.72578,14566.90929,14700.44554,14691.95075,14606.61465,14525.99939,14256.10349,13950.56543,48793.52526,51060.43539,51424.35266,49732.74286,46628.82427,42930.84805,39275.05713,36319.40115,378.2602725,380.3484412,364.576908,375.0408286,350.7289062,353.0590754,302.5167675,256.4063954,26.8309629,29.64145315,31.71344435,32.29876921,30.15918968,28.5424805,24.14391163,17.25145532,14.89776974,18.18333403,21.01232793,21.38197606,19.73646658,16.84274398,10.85227627,3.234528444,18.89012453,16.67794331,16.94765387,17.80003847,21.29152218,17.08988778,14.41130192,15.64867223,161.5310125,509.5988037,282.9856281,206.5261424,100.1282023,49.85721496,1261.915992,833,north carolina,sampson,2017
113,236.304072,171.1362254,81.95355427,178.3400709,155.6066692,22.97525004,102.1067363,33.24034326,0.288878831,0.337049365,0.427168611,0.502695499,0.491586053,0.406895228,0.256603568,0.220787663,9.49231179,10.62296303,14.56478409,18.89580409,20.09300169,15.4998571,8.008309681,4.863360706,41.24874073,43.49928067,53.1313455,62.25594894,65.8586856,61.6353289,45.36685956,37.39967904,15049.60801,15121.31631,15205.11524,15141.04603,14992.08713,14991.34696,14768.79099,14408.12592,14452.64724,14590.09497,14781.75507,14721.36997,14635.02756,14505.09803,14219.25533,13927.20567,48908.71933,51224.38056,51596.30128,49867.92006,46698.85992,42925.37706,39194.76428,36176.74878,372.5346159,385.688383,373.6825759,368.1290699,342.5928012,349.8776914,291.617457,248.4111108,25.81084116,28.81712131,31.40245083,31.56891351,29.07991992,27.62908801,23.39055941,16.38798691,14.47841366,17.70374638,20.78750064,21.01252259,19.53619344,16.66001053,10.9498323,3.011611613,20.46470524,18.66581745,13.98249029,14.66604616,20.05041689,14.96900105,12.92147977,16.94577395,161.882787,561.3900151,245.4860904,191.2054695,109.5494214,49.81987252,1236.870109,959,north carolina,wilson,2017
114,105.149837,29.29520227,54.64887424,147.0624001,44.35558224,184.7080705,5.210392316,2.29958577,0.230532873,0.238355608,0.271188375,0.291349909,0.387960032,0.304489103,0.260605736,0.171019023,7.587130748,7.459986175,8.742272006,12.29877016,17.20261409,12.81339835,8.664473138,4.169242657,34.33400063,33.09729563,37.9961428,46.27534145,58.02493377,49.40351883,44.48798211,31.68924612,15181.41512,15419.56417,15613.90563,15550.3217,15350.05812,15156.16225,14847.52843,14581.08342,14171.50104,14490.14796,14779.52849,14785.63301,14607.49806,14526.64874,14121.4363,13818.73645,48810.65059,51084.79836,51449.90292,49752.83606,46639.23917,42930.03451,39263.11791,36298.19822,432.7096439,421.830291,421.1061908,381.8222536,399.3647997,329.2479426,333.4516945,272.7838346,24.8488653,30.19163734,34.48324308,34.08262282,30.78746058,28.0957641,22.90788295,18.75375763,9.929245017,15.74382926,19.83581281,20.56579158,17.24486502,15.27630884,7.436272402,2.472313457,11.59306905,7.073127687,3.542137279,5.602452697,6.103979543,8.680758614,10.20498018,4.615209328,163.4784086,309.0687206,346.4580562,343.3854294,128.7161427,73.1480367,898.6114063,870,oklahoma,beckham,2017
115,135.2496535,51.86650454,46.58721694,136.9972029,70.53711292,150.3440615,42.50938987,0.485905172,0.241606643,0.234394269,0.304101329,0.372361902,0.4240012,0.3444295,0.276391051,0.189847276,8.601167286,7.848582533,10.40938782,15.43407548,20.30170659,13.75352028,9.084610461,4.634829574,38.11599467,34.68869853,42.53381481,53.39524146,63.29680211,53.56226324,46.16205255,34.97859029,15088.23147,15398.35427,15519.81292,15464.64948,15220.86758,15143.98155,14800.93139,14594.5615,14268.3892,14549.23566,14786.36647,14765.69821,14619.91391,14525.20993,14134.2314,13858.20247,48813.32059,51088.59994,51453.89054,49755.96969,46640.86167,42929.90758,39261.25722,36294.89107,424.8378774,406.4607708,417.0046849,371.0878536,384.1507157,327.569892,322.9563375,264.4829732,24.4106489,29.62330039,33.69205721,33.75375576,30.3237934,28.10929412,22.33761421,17.75688613,11.08135257,16.81492713,20.54058045,21.45793869,18.20677562,16.42235492,8.627716187,3.923379728,18.5316601,11.62114313,6.489854279,5.283018616,7.910992131,10.63074536,16.18304349,10.26736065,165.0774414,275.0490895,423.3761327,300.92885,159.2793768,68.65687484,1271.182332,1247,oklahoma,caddo,2017
116,99.46704391,82.74040551,143.4904305,109.7827651,124.9271352,213.8500446,35.71626522,1.352461373,0.234562156,0.236307492,0.273618366,0.307653128,0.370607711,0.332033981,0.281443062,0.163054801,8.629101862,8.445535984,9.418968578,11.08270602,16.70999342,12.7955726,9.459405222,4.108713439,37.21234759,35.42860025,38.60865554,43.49924331,58.39814228,49.968003,46.35809497,30.84147605,15198.63673,15368.52607,15506.65517,15513.37265,15253.78177,15146.29752,14865.34102,14651.68254,14302.46746,14593.41955,14827.25763,14831.60737,14675.85553,14567.63701,14162.35163,13883.01206,48652.22648,50859.51007,51213.65205,49566.9841,46542.87012,42937.56399,39373.59022,36494.30277,431.5999721,389.787527,401.5489587,366.2020009,384.9747069,328.6257064,326.4942318,266.8852098,26.35296482,30.40545474,33.94568317,34.45759619,31.49969589,29.45796053,23.95848893,19.42896513,11.97413461,17.73998779,21.05099299,22.19470621,19.14087232,17.23116763,9.579465867,5.147255794,17.40483496,11.77347488,6.864132991,4.842449078,7.050503884,11.84263313,17.17891743,10.12197579,170.2632346,175.2999466,489.7412867,334.0449146,227.4920889,74.40433056,1013.556332,635,oklahoma,comanche,2017
117,113.3701252,73.36091566,143.1885966,92.68232801,108.6260282,201.197558,22.59863992,0.996296159,0.226998476,0.219019297,0.26580074,0.293620478,0.34412346,0.290764771,0.254950375,0.172696222,8.133246698,7.677507297,9.256480287,10.7644987,14.73395305,12.23795475,8.776455379,4.549824711,36.03145803,33.41021741,38.45525575,42.73753959,53.96039059,50.78615696,44.3803864,32.40620741,15251.49731,15423.48625,15516.56001,15486.86343,15304.26561,15197.56309,14915.80122,14678.66308,14301.8425,14602.76593,14826.26884,14831.52366,14678.81703,14597.47637,14194.73135,13919.44867,48623.59949,50818.82643,51170.99376,49533.40857,46525.44893,42938.92554,39393.55874,36529.72692,431.3060589,387.1764186,399.3413692,370.2368897,386.5313849,328.5039104,326.8640861,267.5533979,26.69701923,30.53529725,34.03001826,34.65673742,31.7470266,29.73033804,24.20751216,19.71035112,12.12438052,17.86943213,21.10146331,22.26928881,19.27058891,17.31193453,9.651390451,5.256596479,14.74377509,11.58493977,7.583681582,6.079071654,8.897615043,11.2058025,14.28854753,7.149376459,170.7099989,190.4858917,481.7684944,327.7522723,224.5412226,74.24296585,1023.471778,543,oklahoma,cotton,2017
118,143.5593333,65.91635118,31.53223727,111.5502432,57.26755506,134.5472342,23.40432351,2.424608508,0.235962722,0.242745548,0.267983584,0.291319811,0.353904465,0.283346172,0.240893706,0.181184244,9.063599996,8.693322453,9.435485263,11.14774884,15.96313751,11.38335218,7.511670455,4.491025941,38.90036223,36.56474265,39.13789351,43.39225903,56.12591931,47.22428192,40.60233616,33.38073532,14954.16561,15260.12287,15576.90362,15603.85382,15338.47603,15147.26402,14805.13196,14509.76609,14272.99748,14509.64815,14741.83516,14788.40889,14608.82108,14520.79627,14145.43739,13837.89404,48902.80818,51215.96443,51587.47369,49860.98268,46695.26694,42925.65767,39198.8836,36184.07034,421.7234147,406.6142702,423.1792202,374.3904202,391.2246647,327.0800896,323.1498897,264.9948425,23.93258229,29.36674545,33.83848118,33.83186081,30.40412925,27.97811643,22.12715186,17.60389,10.4595267,16.23027545,20.15940458,20.956417,17.54786988,15.89932399,7.857836152,2.86359211,15.2393876,10.45352819,4.708462308,4.963760645,5.821497632,7.955696688,11.98219314,6.840053276,161.3495328,348.7814294,392.7222926,258.4972067,140.3571486,73.41310048,1116.358215,818,oklahoma,custer,2017
119,128.5464693,42.89078436,75.37656655,80.6874177,124.946874,159.1692131,2.478405617,2.287905494,0.209487441,0.210122024,0.239888969,0.25699427,0.345955645,0.295970412,0.264100937,0.159136885,7.645140948,6.873678233,7.661661689,9.896500304,15.24127002,12.55664706,9.328566347,3.95309796,34.1530452,30.59155862,33.79871834,40.25753664,54.10191217,47.98035794,44.62444474,29.40790037,15157.28056,15561.27121,15651.80757,15560.27374,15304.97464,15122.59267,14880.56219,14645.32516,14240.84336,14577.64776,14814.54926,14804.12635,14618.8187,14514.20076,14171.65863,13916.9157,48747.38031,50994.79584,51355.51464,49678.6027,46600.75953,42933.04019,39307.22965,36376.53041,436.0503027,410.3590073,406.7809006,372.8044891,391.4671994,331.4614898,334.8680567,269.5002688,25.68968318,30.78343808,34.5886387,34.17307293,31.15017633,28.77010176,23.67002701,19.23051234,10.71121305,16.59515651,20.58613611,21.43000996,18.12429368,16.15721782,8.242830095,3.255073015,13.45720342,7.880603848,4.418409234,4.549228716,5.438065312,9.535391019,10.12132394,4.039512291,167.6886991,268.3828059,405.386724,326.2240383,155.1080341,74.03833679,898.9866886,912,oklahoma,greer,2017
120,52.60628168,2.606654816,112.4415499,47.36244967,55.24072709,143.8858504,2.285000191,0.880533468,0.194979293,0.180431946,0.242350549,0.311181622,0.399431501,0.311170683,0.277734955,0.173054074,6.266219987,5.232179188,8.026411902,13.90187196,17.71703062,13.98765783,8.514316282,3.961191028,29.97648772,25.35967418,35.16784517,49.81000856,58.5146132,54.30942862,44.13404698,30.82995638,15233.63685,15566.48312,15647.00231,15518.64871,15326.31023,15199.0563,14990.42873,14674.7842,14231.70173,14581.40453,14831.69377,14788.38519,14640.65256,14559.41138,14166.81784,13866.0148,48686.06292,50907.60685,51264.08482,49606.67179,46563.4579,42935.9549,39349.9902,36452.42807,452.2467376,431.7228357,409.8724102,371.6455667,393.6690535,333.4536346,336.2848436,271.4173449,26.61170877,31.9765033,35.33976655,34.55029728,31.71761961,29.25497763,24.29989918,19.97745584,11.01039462,16.86826793,20.76543132,21.53286586,18.34053236,16.17202289,8.386606244,3.753480475,11.3721704,6.274968298,4.470596078,4.69621656,4.852243616,9.66182705,10.66318347,4.065883834,163.5181138,293.3380797,385.519554,321.1419638,153.9837898,74.29841759,879.4253763,1350,oklahoma,harmon,2017
121,96.04485514,36.88869131,118.0280453,56.32203013,87.61771426,171.9824073,5.957644687,1.093080778,0.186856677,0.169582791,0.226126182,0.309606525,0.408398945,0.363627736,0.281444665,0.152421636,5.618099697,4.907156758,6.877348124,11.39939086,17.21817021,15.19844311,9.059528677,3.5941751,27.22613816,23.79189656,31.54834475,44.69749706,58.77245853,57.63422397,44.86808006,27.64988101,15225.80001,15607.4879,15639.88577,15510.61799,15276.31844,15174.79594,14937.93612,14684.27212,14254.3626,14596.43097,14831.85593,14778.2421,14640.19396,14565.32225,14190.93052,13897.40227,48680.13611,50899.18237,51255.25119,49599.72012,46559.85167,42936.23672,39354.124,36459.76278,441.5830718,399.7444002,399.4581216,364.8151208,394.9707886,331.7516268,333.5986302,268.7656233,26.56532936,31.32976986,34.71022468,34.33759117,31.52215675,29.28526173,24.14589892,19.58327574,11.41966944,17.37642386,21.10000215,22.02501967,18.71847201,16.72175432,8.926203615,4.139880398,14.04546641,8.362683946,5.653541517,4.187485849,4.973123843,8.890463414,8.938588443,3.760267578,168.6581428,364.293429,365.315364,269.7381796,146.1037595,74.14960727,929.7845387,977,oklahoma,jackson,2017
122,115.4455959,83.15034129,77.87463863,104.0346493,113.0121344,166.3176399,17.22617161,3.309592826,0.23319196,0.222745162,0.250731047,0.257644625,0.337110876,0.284463931,0.247851977,0.167171572,8.61563161,7.738907891,8.584807991,9.980520755,14.80427909,11.68079252,8.677065226,4.254274677,36.93766224,33.14591832,36.44178472,40.49020294,53.22650822,46.93926379,43.4015735,31.44932672,15058.0374,15359.08307,15541.25208,15550.05769,15298.68071,15157.33589,14822.49969,14616.65508,14283.27948,14584.45555,14815.05543,14768.75432,14621.2241,14550.06397,14203.32881,13953.3195,48742.2394,50987.4869,51347.85047,49672.57238,46597.63177,42933.28461,39310.81517,36382.89322,432.4828356,399.733915,404.4567612,364.9761393,386.0999374,328.1341345,327.5881971,266.6404811,25.45957178,30.35313793,34.20430715,34.14131494,30.96448783,28.65795785,23.30680564,18.76581771,11.24533475,17.06297793,20.88486617,21.87799311,18.59650731,16.70966218,8.88187405,4.005711436,16.55871484,10.09863869,5.509729643,4.000897358,5.736230018,10.10426906,11.24265045,5.573676737,168.8602502,314.9762334,397.8706035,286.7366574,162.7769829,73.54764007,960.0636747,670,oklahoma,kiowa,2017
123,74.71141735,51.48990238,115.1563319,80.90879668,78.48580107,197.4051954,11.74981104,1.000748985,0.199953326,0.196636914,0.254219695,0.295310164,0.365989559,0.311346027,0.260737844,0.16176957,6.431605854,6.326176113,7.976200641,10.41772604,14.65273606,10.8029696,8.009344093,3.845663904,30.63884343,29.22636034,35.08190123,42.52905569,54.25543598,45.28863589,42.17423492,29.57540295,15282.90066,15493.74388,15600.58515,15527.64269,15297.62197,15204.53599,14911.82348,14691.50389,14336.55745,14592.59142,14830.33406,14841.88616,14675.66623,14608.0685,14226.53911,13881.77936,48628.0725,50825.18424,51177.6603,49538.65502,46528.17093,42938.71265,39390.4388,36524.19122,437.3241625,387.7250756,396.6378149,367.0310632,391.8887617,330.2791088,330.465325,268.2449838,26.95115263,31.15755597,34.58621992,34.7568693,31.87082692,29.6326112,24.2199411,19.67087165,12.12672917,18.00267931,21.31731323,22.40617923,19.3257795,17.23756147,9.602100764,5.019475831,16.36349667,11.94634452,6.8139953,4.973046524,6.561717895,10.85069314,13.30365447,6.439337388,168.9928869,299.5389728,418.159666,282.1747299,178.4122534,73.71012536,1036.322419,739,oklahoma,tillman,2017
124,111.9101578,50.89349639,29.22686298,133.9606135,116.5303481,129.1822857,20.76178722,2.66790356,0.222127969,0.21901383,0.25216388,0.267170068,0.350565025,0.294542863,0.264326547,0.195231227,8.12960924,7.405646972,8.47230306,10.59673732,15.70776562,12.19726864,9.014427722,5.166629452,35.86369484,32.598594,36.43352658,42.16150466,55.29229958,49.4199806,45.8241551,36.75477137,15074.99144,15389.95003,15622.27177,15602.32901,15293.37358,15165.61675,14808.15006,14575.09151,14264.76151,14553.2026,14792.7573,14769.26293,14610.32402,14525.84599,14157.56097,13887.61163,48820.77956,51099.21076,51465.01833,49764.72089,46645.39807,42929.55334,39256.05715,36285.65665,426.1902271,405.9080462,420.8605177,377.1028865,386.2890088,327.8835312,325.5838194,265.4464591,24.5643493,29.80599,34.07813429,34.08000595,30.55141804,28.13350593,22.59946701,18.11162207,10.88914299,16.65422538,20.55275034,21.41907502,18.12457315,16.3100325,8.419080209,3.559361321,15.67631224,10.36835277,4.674543319,4.391927706,6.104934136,9.358502855,11.72559236,6.220304823,165.7290057,321.9672617,393.5632678,284.1007205,149.5824138,72.89280751,1038.769581,1007,oklahoma,washita,2017
125,125.1563734,124.290278,135.2859348,152.117874,55.35565178,153.6718275,59.57475993,43.48073726,0.366679008,0.35489674,0.402261562,0.44584194,0.408917875,0.378518443,0.300367925,0.241759156,16.9389969,17.45290191,22.99261343,26.73202187,22.97653901,18.67960306,12.46520292,8.648015946,53.26211847,51.30168457,59.4922232,64.88071605,61.10152942,59.88344106,53.19535873,48.86476301,15125.87279,15145.85478,15132.71692,15088.63509,15109.26854,15034.8344,14855.51496,14534.90933,14483.80906,14561.49002,14733.25129,14744.34912,14687.30313,14590.13696,14358.40462,14076.02646,48392.30459,50490.39759,50826.68029,49262.21921,46384.6202,42949.93521,39554.96855,36815.81157,400.9350827,373.502495,366.4567328,369.6996557,374.276632,361.2025658,319.0341834,268.8654972,28.60739198,30.34581922,32.34715918,32.68969605,31.55704445,30.10559526,25.60568788,19.33873348,15.04319133,18.69917742,21.36052682,21.5773224,20.26135365,17.77046476,12.09554913,5.521434008,13.9420547,13.98109,17.6914637,21.3933953,20.11544004,14.91609088,10.0173987,9.384253504,163.6798204,489.4313925,216.1738563,294.3817252,82.06690621,51.25092465,1356.737494,885,south carolina,bamberg,2017
126,126.6545053,108.4065501,132.1925667,119.0268804,21.31531055,156.5280675,39.94743821,47.51015516,0.341862742,0.33312713,0.401982148,0.45198634,0.406853105,0.384129736,0.294267502,0.227585309,13.08829394,12.88123834,18.33371869,22.77216302,18.80666256,15.53330851,10.26496674,6.617373185,47.86659971,45.15898901,55.72970086,63.28574551,57.93679097,57.12591618,48.56520073,41.79416628,15128.96485,15208.23498,15202.51684,15154.7183,15171.37918,15100.8135,14912.48268,14560.96063,14456.08808,14537.63918,14683.15578,14694.89102,14626.63635,14566.34878,14330.77286,14044.47697,48421.79844,50532.25089,50870.55267,49296.79236,46402.58567,42948.53016,39534.37938,36779.34288,398.9270131,374.8411679,368.2058977,369.2282271,380.3002535,360.9734955,318.954854,266.6507354,28.61734677,30.44513195,32.48885348,32.82199384,31.67645539,30.1559024,25.64220339,19.23811728,14.92304107,18.59750457,21.14704006,21.38754653,19.93595268,17.45811639,11.81645667,5.371080916,14.6278643,14.65635226,15.83923488,19.34601933,18.23226187,14.64824622,10.16153795,9.855136209,162.5637793,509.6810599,198.03969,291.0459528,75.42989424,52.52976871,1080.021443,883,south carolina,barnwell,2017
127,148.1992437,92.88477572,135.5334638,165.321906,60.13366022,120.7913934,81.17384554,48.63281672,0.294269673,0.307804278,0.424516128,0.488201323,0.479967538,0.419990008,0.293872731,0.230619739,11.36095169,11.71388054,18.48495585,24.57340087,22.00019967,17.47223397,9.70419761,6.254838398,43.10194481,42.87397563,56.64747435,65.18836244,63.36564942,61.79050607,47.09150394,41.69491713,15202.67701,15239.88914,15177.72787,15132.39768,15060.04267,15057.05983,14893.63947,14514.03626,14486.48205,14533.95167,14668.55297,14719.99985,14667.48849,14569.31123,14330.53436,14060.96031,48472.05769,50603.58821,50945.33452,49355.71117,46433.19462,42946.13702,39499.29832,36717.19135,400.8936969,378.9632387,374.4801357,373.6342857,374.5039896,362.3126338,314.807037,267.5358594,27.96984412,30.07527443,32.13943626,32.46820671,31.18162644,29.67525069,25.07582391,18.73526198,14.62886694,18.33340294,20.95499262,21.30731111,19.93250433,17.27042548,11.61892655,4.7727518,16.96117575,16.90648509,19.01062959,21.31968254,19.58345576,15.63891998,12.29362945,11.92447961,163.6826919,510.9425354,213.5551758,275.5059726,80.35895474,52.28637657,1323.06787,960,south carolina,calhoun,2017
128,147.9476249,131.0302199,122.3903877,189.3985759,77.32314523,135.7560859,78.48007172,38.41881429,0.360801276,0.370462376,0.440475833,0.457255042,0.43786,0.420030639,0.311565039,0.252449292,17.22908384,18.20288612,23.75295584,25.66696013,22.94195383,20.04673627,12.0014221,8.284549887,54.62089631,54.14734904,62.30680082,64.85707427,64.01084876,64.5447036,53.36064729,48.37623849,15131.10665,15098.12965,15092.81978,15168.15787,15076.26785,15052.98631,14860.19607,14523.37712,14495.25772,14556.83323,14746.69992,14748.05288,14661.57529,14576.38329,14346.07618,14032.71664,48487.27698,50625.19592,50967.9869,49373.55483,46442.46197,42945.41253,39488.67669,36698.36809,390.9301429,374.8967921,371.7881919,364.3720689,364.9032435,359.8993476,313.1609975,267.3415099,27.97891176,30.09131604,32.01273249,32.34820415,31.09438409,29.61520145,25.04744663,18.7357094,14.8269635,18.3585613,20.92273533,21.34388261,20.05176351,17.33529537,11.65970849,4.672475161,14.1812969,15.58234864,17.5443508,20.43066209,22.442047,17.82984318,15.16756323,14.38005782,165.1300259,482.3995308,234.7116842,281.7916822,97.47315103,51.33161664,1520.530106,922,south carolina,clarendon,2017
129,132.9033223,117.0564597,159.5575465,151.308353,103.5028809,90.70706457,60.83607642,23.57556589,0.294312327,0.313769095,0.428556847,0.497533693,0.460623728,0.414606032,0.270646432,0.229090767,10.21470486,11.18648435,17.16933986,21.5552608,19.4269767,14.94033574,8.08884664,5.709582968,43.02000203,44.20936536,57.09717637,64.98083477,64.05397218,59.24207016,44.86438141,40.88880564,15193.88842,15204.03177,15206.16507,15207.20953,15115.28481,15054.04525,14841.28754,14503.88466,14464.79606,14595.07341,14711.13584,14715.97631,14640.33875,14551.41425,14322.58939,13977.02577,48619.45402,50812.93625,51164.81794,49528.54672,46522.92607,42939.12269,39396.45079,36534.85579,386.8609837,373.0808406,368.4940948,368.0110058,368.8439848,359.0519589,308.248078,264.2946595,27.54497835,30.16304495,32.23296991,32.45786636,30.96281848,29.5404035,24.83506823,18.30583411,14.6952029,18.35139327,20.88930203,21.30552817,19.77893284,17.01463862,11.31847601,3.966853549,16.15818098,15.41256754,15.00955179,17.8800479,21.46008527,16.3843296,13.9025598,14.13356312,163.3676838,575.2980076,226.8274791,197.3347585,76.12617638,52.12218093,1078.649197,986,south carolina,darlington,2017
130,100.6253129,127.3800933,125.0737258,129.6888397,177.6224151,35.35661417,72.25504897,23.19559503,0.305590855,0.331495043,0.417944463,0.506051689,0.480078861,0.428505727,0.280076014,0.242154865,10.50882824,11.29303068,16.93341483,22.50859308,20.17388233,15.98597283,8.388933817,5.764811961,44.28001988,44.32572919,56.47800943,66.32224226,65.3108286,61.53999401,46.03974834,41.22954234,15178.11993,15258.13105,15284.19959,15101.14631,14998.49031,15042.87669,14861.1775,14552.08475,14452.75153,14518.33453,14692.71566,14690.87381,14606.16828,14523.06998,14259.698,13949.04452,48653.16638,50860.84701,51215.05388,49568.0868,46543.44195,42937.5188,39372.93435,36493.13912,393.1727459,375.1509969,371.4533814,368.5088063,363.2464502,362.678353,313.0783523,263.091855,27.45940942,30.07730705,32.00271211,32.2862165,30.72365629,29.26589258,24.79021008,18.27295595,14.74093323,18.29127936,20.83290489,21.2878624,19.95572737,17.09660945,11.25277241,3.85189182,14.24102557,13.94984212,16.38836896,18.43368313,20.89728283,16.36356081,13.27884498,12.00896942,164.2221982,538.3100662,264.4003978,197.269273,107.6042725,51.29998438,1389.527248,985,south carolina,dillon,2017
131,175.3044613,141.3825882,140.5273153,196.3609232,77.09019581,162.396256,65.78415988,35.03406323,0.390401558,0.378486389,0.410851843,0.444509471,0.402096247,0.393505835,0.306752991,0.24547565,22.39040923,22.31620526,25.43718506,29.8335939,25.56252593,22.89378776,14.50546623,10.21654965,60.83734958,57.36741443,60.313182,66.00541522,63.72129957,66.86530373,57.14205568,53.22004099,15139.53125,15124.33907,15133.49897,15126.7144,15103.71369,15013.85646,14851.38099,14526.61987,14492.71251,14564.51873,14737.58358,14779.20782,14746.89724,14607.04882,14361.18672,14072.68523,48386.46374,50482.10917,50817.99206,49255.37258,46381.06251,42950.21343,39559.04613,36823.03349,401.4609842,374.0386605,367.8368632,356.9649181,357.3842417,361.455366,315.131291,270.5416918,28.4827407,30.2085534,32.12919274,32.43538059,31.26647281,29.9648237,25.48806634,19.32033904,15.401675,18.88528359,21.55529532,21.84782357,20.80882584,18.31152762,12.63110708,5.79437205,9.878063506,12.68248801,18.59786652,22.84734263,23.51635022,17.41824974,13.63494614,12.39674216,162.8831897,574.9231104,189.257718,233.4358023,90.76272633,50.43723457,1631.310906,800,south carolina,dorchester,2017
132,110.7096701,138.6809627,146.587287,191.3383123,122.9216555,105.9361189,83.52440659,27.01403908,0.328698152,0.335839743,0.428586674,0.467242617,0.445176574,0.409466032,0.286501576,0.248245083,13.72723583,14.45681326,19.19371312,22.7104234,21.01056038,17.69191568,9.919411647,6.916091344,49.29442515,48.78465188,57.62441162,62.54811794,63.37945031,62.32062536,48.90450853,44.70671137,15160.9112,15143.11209,15141.95903,15178.38712,15078.74526,15038.0902,14828.75295,14521.30095,14466.75264,14582.12843,14722.86045,14706.62338,14646.41376,14557.29475,14317.05079,14025.20728,48565.77423,50736.6734,51084.85855,49465.59593,46490.25267,42941.67628,39433.90091,36601.26971,387.7388367,369.2600862,365.7815388,359.313817,361.1287654,358.9045444,308.708457,265.8277064,27.73547883,30.09316561,32.07784533,32.2490681,30.89056714,29.4060351,24.7859373,18.47110258,14.81139575,18.43420287,21.00564924,21.36815857,20.01946478,17.23466928,11.61529678,4.407719053,13.76030855,14.69205047,17.17880627,19.73521406,22.31993574,17.71058508,16.89510412,16.55262044,164.3626844,531.3074647,228.0790415,229.7680254,93.47611245,50.49708863,1504.278641,868,south carolina,florence,2017
133,104.4203195,176.1974051,146.9373038,197.5883604,62.29383378,131.7807765,33.64522913,34.75938485,0.349353975,0.333260881,0.385962923,0.456014919,0.428942836,0.397156199,0.309281282,0.249541327,15.69039766,16.26691177,20.01555688,25.13236829,22.97908398,20.7067215,13.3535134,9.147801974,50.15954621,48.36705993,55.09404227,63.15265554,61.16355931,63.89487846,54.85878706,50.37261877,15148.54548,15202.21191,15182.04564,15099.28109,15105.23586,15022.16828,14863.34546,14567.99584,14485.94783,14547.8481,14626.32428,14769.36029,14694.44981,14605.88499,14375.84061,14093.44384,48309.26878,50372.6081,50703.21839,49164.89858,46334.03037,42953.89141,39612.9442,36918.46187,407.5020428,372.3836454,362.1286325,355.9158623,358.5725297,363.1388065,324.0371844,272.710287,28.86425877,30.36224754,32.31985008,32.51932914,31.48896403,30.16895183,25.93772043,19.87328588,15.4203876,19.09589634,21.76898477,21.94262009,20.905129,18.52515819,12.89673816,6.365655265,9.527942927,11.71929344,14.49266507,20.35807462,22.28326134,15.93026033,12.46122461,11.53209541,161.7352931,608.8543891,158.879528,231.4928656,83.64227138,50.84797918,1651.883343,861,south carolina,hampton,2017
